material_1,material_2,description_1,rev_1,ecn_1,description_2,model_1,owning_site_name_1,owning_group_name_1,part_type_1,prod_family_consolidated_1,prod_line_1,quality_matrix_1,quality_matrix_secs_1,uom_1,oem_vendor_1,components_1,model_2,owning_site_name_2,owning_group_name_2,part_type_2,prod_family_consolidated_2,prod_line_2,quality_matrix_2,quality_matrix_secs_2,uom_2,oem_vendor_2,components_2,api_spec_2,ecn_approve_date_2,reviewed_by_2,approved_by_2,grade_2,material_class_2,product_specification_level_2,project_desc_2,service_class_2,trim_2,weight_lbs_2,min_temp_f_2,max_temp_f_2,status_option_2,customer_vo_num_2,part_report_2,based_on_2,coating_specs_2,grease_specs_2,documents_2,material_spec_alts_2,qspec_2,weld_specs_2,pc1_2,pc2_2,pc3_2,pc4_2,serialization_2,commodity_code_2,material_type_2,material_group_2,class_num_2,is_surface_2,is_subsea_2,main_production_plant_2,main_profit_center_2,main_profit_center_description_2,main_mrp_controller_2,main_mrp_controller_desc_2,standard_cost_usd_2,part_code_2,model match,,,Related,Compatible,Notes
3255327-SLVR,3255326-BJ1,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 60.00 LG 15000 CWP FINISH; SILVERISH; SILVER,B,5033380,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 096.00 LG 15000 CWP,DU500005929,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",DU500005926,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643,P544817,P544818",NA ,12-Mar-12,"Stroebel, Brent   ","Soltau, James   ",        ,,NA      ,F515394     ,    ,STE-FLUID,73,,,RELEASED  ,,  ,3255326-SLB4,,,,,Q00250,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,337.63,"/flowline/pup_joint_assy.dat:PC1=2 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??9:, PC10=??6:PC11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={SPECIAL REQUIREMENTS} :PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255327-SLVR,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255326-BJ1,1,0,
P554972,3256342-BLUE,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 81.25 LG 15000 CWP,B,5034107,PUP JOINT ASSEMBLY HOSE 2 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 032.00 LG 15000 CWP FINISH; BLUENISH; BLUE,DU500030010,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840,P533643",DM500000884,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,,,EA,,"3146886,3201465,3201564U,3208202,3208203,3208755,3248239,3257312,P513730,P513840", ,  ,   ,   ,        ,,      ,F511809     ,    ,,36,,,UNSET   ,,  ,3256342,,,,,,,,,,,NO,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,164.13,"/flowline/pup_joint_assy.dat:PC1=2 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??3:PC10=??2:PC11=??.0:PC12=??0:, PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17=FINISH; BLUE:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P554972,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3256342-BLUE,1,0,
P517664-BJ1,P517664-PTL1,PUP JOINT ASSEMBLY HOSE 3 INTEGRAL ALLOY STL FIG 1502 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 060.00LG 15000 CWPEAL RING 060.00LG 15000 CWP,B,5027996,PUP JOINT ASSEMBLY HOSE 3 INTEGRAL ALLOY STL FIG 1502 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 060.00LG 15000 CWPEAL RING 060.00LG 15000 CWP,6310DU5007803,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3207277U,3220569,3226862,3231023,3257313,P513730,P513840,P516215,P517120,P517120-HT,P517327,P533643,P544815,P544816",6310DU5007803,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE    ,6QM5001       ,6QM5001_314.0,EA,,"3207277U,3220569,3226862,3231023,3257313,P513730,P513840,P516215,P517120,P517120-HT,P517327,P533643,P544815,P544816",NA ,12-Dec-12,"Soltau, James   ","Darby, Scott A.   ",        ,,NA      ,F516780     ,    ,STE-FLUID,109,,,RELEASED  ,,  ,P517664-BJ1,,,,,Q00250,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,782.87,"/flowline/pup_joint_assy.dat:PC1=3:PC2=INTEGRAL:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF RETENTION NUT }MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8=0:PC9=??6:PC10=??0:PC11, =??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",1,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P517664-BJ1,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P517664-PTL1,1,0.9,
P508606-GREEN,P508603,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 120.00 LG 15000 CWP FINISH; DARK GREENRING 120.00 LG 15000 CWP FINISH; DARK GREEN,B,5033932,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 060.00 LG 15000 CWPRING 060.00 LG 15000 CWP,DU500002875,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146887,3205604,3207277U,3220569,3222745,3226862,3237242,3248420,3257313,P508884,P513730,P513840,P533643",DU500006071,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146887,3205604,3207277U,3220569,3222745,3226862,3237242,3248420,3257313,P508884,P513730,P513840,P533643",NA ,7-Mar-12,"Stroebel, Brent   ","Soltau, James   ",        ,,NA      ,F515766     ,    ,STE-FLUID,97,,,  ,,  ,P508600,C85051,,,,Q00250,,,,,,Q00250,EX,1,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,509.67,"/flowline/pup_joint_assy.dat:PC1=3 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF RETENTION NUT }MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??6:PC10=??0:PC11=, ??.0:PC12=??0:PC13={N/A}{IF STD TOLERANCE}:_PC14={N/A}:_PC15=15000 CWP:_PC16={N/A}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P508606-GREEN,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P508603,1,0,
P508606-GREEN,P508890-BLACK,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 120.00 LG 15000 CWP FINISH; DARK GREENRING 120.00 LG 15000 CWP FINISH; DARK GREEN,B,5033932,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 54.00 LG 15000 CWP FINISH; BLACKRING 54.00 LG 15000 CWP FINISH; BLACK,DU500002875,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146887,3205604,3207277U,3220569,3222745,3226862,3237242,3248420,3257313,P508884,P513730,P513840,P533643",DU500020743,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146887,3205604,3207277U,3220569,3222745,3226862,3237242,3248420,3257313,P508884,P513730,P513840,P533643",NA ,15-Apr-14,"Mohn, Alan   ","Darby, Scott A.   ",        ,,NA      ,F518170     ,    ,STE-FLUID,92,,,RELEASED  ,,  ,P508890,C85051,,,,Q50224,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,420.87,"/flowline/pup_joint_assy.dat:PC1=3:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF RETENTION NUT }MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8={N/A}:PC9=5:PC10=??4:PC11=?, ?.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17=FINISH; BLACK:PC18={N/A}:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P508606-GREEN,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P508890-BLACK,1,0,
P550891,P552451,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/HAMMERLESS NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 120.00 LG 15000 CWPE SEAL RING 120.00 LG 15000 CWP,A,5029179,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/HAMMERLESS NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 050.00 LG 15000 CWPE SEAL RING 050.00 LG 15000 CWP,DU500025268,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE    ,6QM5001       ,6QM5001_314.0,EA,,"3205604,3220569,3222745,3226862,3237242,3248420,P508884,P513730,P513840,P533165,P533166U,P533643",DU500027261,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE    ,6QM5001       ,6QM5001_314.0,EA,,"3205604,3220569,3222745,3226862,3237242,3248420,P508884,P513730,P513840,P533165,P533166U,P533643",NA ,19-Nov-12,"Stroebel, Brent   ","Darby, Scott A.   ",        ,,NA      ,F516698     ,    ,STE-FLUID,91,,,RELEASED  ,,  ,P550894,C85051,,,,Q00250,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,492.99,"/flowline/pup_joint_assy.dat:PC1=3:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF HAMMERLESS NUT }MALE SUB END W/HAMMERLESS NUT AND RETENTION SHOULDER X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8=0:PC9=??5:PC10=??0:, PC11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P550891,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P552451,1,0,
P536423,P524232,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 012.60 LG 15000 CWP,A,5E+11,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 087.00 LG W/.25 OAL TOL 15000 CWPL 15000 CWP,DU500007995,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146887,3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840,P533643",DU500006155,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146887,3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840,P533643",NA ,13-Feb-07,"Stroebel, Brent   ","Soltau, James   ",        ,,NA      ,F58044     ,    ,,130,,,  ,,  ,P515215,C85051,,,,Q50101,,,,,,NO,EX,1,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,729.14,"/flowline/pup_joint_assy.dat:PC1=3 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??8:PC10=??7:PC11=??.0:PC12=??0:, PC13=W/.25 OAL TOL:_PC14={N/A}:_PC15=15000 CWP:_PC16={N/A}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P536423,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P524232,1,0,
P552366,P536423,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 048.00 LG W/.25 OAL TOL 15000 CWPL 15000 CWP,B,5031665,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 012.60 LG 15000 CWP,DU500027111,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840,P533643",DU500007995,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146887,3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840,P533643",NA ,27-Jun-07,"Stroebel, Brent   ","Soltau, James   ",        ,,NA      ,F511243     ,    ,,42,,,UNSET   ,,  ,3255323,C85051,,,,Q50101,,,,,,NO,,,,,1,0,5100,EFST-FPU,PUP JOINTS,77,Pending for Setup,261.57,"/flowline/pup_joint_assy.dat:PC1=3 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??1:PC10=??2:PC11=??.6:PC12=??0:, PC13={N/A}{IF STD TOLERANCE}:_PC14={N/A}:_PC15=15000 CWP:_PC16={N/A}:PC17={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P552366,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P536423,1,0,
3255321-GREEN,P505720-BLUE,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 060.00 LG 15000 CWP REF MODULAR DRAWING 3263133F MODULAR DRAWING 3263133,A,5E+11,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 042.75 LG 15000 CWP FINISH; BLUENISH; BLUE,NO-DWG,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,,,EA,,"3146887,3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840",NO-DWG,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,,,EA,,"3146887,3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840", ,29-Feb-08,"Stroebel, Brent   ","Darby, Scott A.   ",        ,,      ,F511809     ,    ,,77.02,,,UNSET   ,,  ,P505720,,,,,,,,,,,NO,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,251.4,"/flowline/pup_joint_assy.dat:PC1=3 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??4:PC10=??2:PC11=??.7:PC12=??5:, PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17=FINISH; BLUE:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",1,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255321-GREEN,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P505720-BLUE,1,0,
P552512,P536423,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 112.38 LG W/.25 OAL TOL 15000 CWPL 15000 CWP,B,5031186,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 012.60 LG 15000 CWP,DU500027305,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE    ,6QM5001       ,6QM5001_314.0,EA,,"3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840,P533643",DU500007995,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146887,3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840,P533643",NA ,27-Jun-07,"Stroebel, Brent   ","Soltau, James   ",        ,,NA      ,F511243     ,    ,,42,,,UNSET   ,,  ,3255323,C85051,,,,Q50101,,,,,,NO,,,,,1,0,5100,EFST-FPU,PUP JOINTS,77,Pending for Setup,261.57,"/flowline/pup_joint_assy.dat:PC1=3 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??1:PC10=??2:PC11=??.6:PC12=??0:, PC13={N/A}{IF STD TOLERANCE}:_PC14={N/A}:_PC15=15000 CWP:_PC16={N/A}:PC17={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P552512,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P536423,1,0,
3255423-BLUE,3255379-GREEN,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 120.00 LG 15000 CWP FINISH; BLUENISH; BLUE,A,5E+11,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/NITRILE SEAL RING 072.00 LG 15000 CWP REF MODULAR DRAWING 3263133F MODULAR DRAWING 3263133,DU500006152,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3146887,3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840,P533643",NO-DWG,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,,,EA,,"3146887,3205604,3207277U,3222745,3237241,3237242,3248419,3257313,P513730,P513840", ,23-Aug-06,"Soltau, James   ","Douglas, Don    ",        ,,      ,     ,    ,,111.92,,,  ,,  ,3255379,,,,,,,,,,,NO,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,282.67,":/flowline/pup_joint_assy.dat:PC1=3 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ NPST OR LPT NON-DETACHABLE }MALE SUB END W/NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??7:PC10=??2:PC11=??.0:PC12=??0:PC1, 3={N/A}{IF STD TOLERANCE}:_PC14={N/A}:_PC15=15000 CWP:PK1=REF MODULAR DRAWING 3263133:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255423-BLUE,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255379-GREEN,1,0,
3255322-LT-BLUE,P561115,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/WINTERIZED NITRILE SEAL RING 036.00 LG 15000 CWP FINISH; BLUE5000 CWP FINISH; BLUE,A,5031852,PUP JOINT ASSEMBLY HOSE 3 NPST ALLOY STL FIG 1502 MALE SUB END W/NUT X FEMALE SUB END W/WINTERIZED NITRILE SEAL RING 30.00 LG 15000 CWP000 CWP,DU500006146,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3207277U,3222745,3232648,3237241,3237242,3248419,3257313,P513730,P513840,P533643",DU500035661,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3207277U,3222745,3232648,3237241,3237242,3248419,3257313,P513730,P513840,P533643",NA ,12-Feb-16,"Mohn, Alan   ","Darby, Scott A.   ",        ,,NA      ,F520212     ,    ,STE-FLUID,63,,,RELEASED  ,,  ,P514002,C85051,,,,Q50224,,,,,,Q00250,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,344.86,"/flowline/pup_joint_assy.dat:PC1=3:PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF NPST OR LPT NON-DETACHABLE ***NO RETENTION SHOULDER*** }MALE SUB END W/NUT X FEMALE SUB END:_PC6=W/WINTERIZED NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8={N, /A}:PC9=3:PC10=??0:PC11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={N/A}:_PC19={SPECIAL REQUIREMENTS}:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=3255322-LT-BLUE,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P561115,1,0,
P510401-GREEN,P510404-BLUE,PUP JOINT ASSEMBLY HOSE 4 NPST ALLOY STL FIG 1002 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 060.00 LG 10000 CWP FINISH; DARK GREENRING 060.00 LG 10000 CWP FINISH; DARK GREEN,A,5E+11,PUP JOINT ASSEMBLY HOSE 4 NPST ALLOY STL FIG 1002 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 120.00 LG 10000 CWP FINISH; BLUERING 120.00 LG 10000 CWP FINISH; BLUE,DU500006027,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3223692,3231024,3251679,3260639,3260640,3264919,6160061,P501481,P501482,P512104,P513730,P513840,P533643",DU500006025,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3223692,3231024,3251679,3260639,3260640,3264919,6160061,P501481,P501482,P512104,P513730,P513840,P533643",NA ,29-Feb-08,"Stroebel, Brent   ","Darby, Scott A.   ",        ,,NA      ,F511809     ,    ,,247,,,UNSET   ,,  ,P510404,,,,,Q50101,,,,,,NO,,,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,1118.4,"/flowline/pup_joint_assy.dat:PC1=4 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1002:PC5={ MXF RETENTION NUT }MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=1:PC9=??2:PC10=??0:PC11=, ??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=10000 CWP:_PC17=FINISH; BLUE:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P510401-GREEN,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P510404-BLUE,1,0,
P510404-GREEN,P525305,PUP JOINT ASSEMBLY HOSE 4 NPST ALLOY STL FIG 1002 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 120.00 LG 10000 CWP FINISH; DARK GREENRING 120.00 LG 10000 CWP FINISH; DARK GREEN,A,5E+11,PUP JOINT ASSEMBLY HOSE 4 NPST ALLOY STL FIG 1002 MALE SUB END W/DET NUT X FEMALE SUB END W/NITRILE SEAL RING 036.00 LG 10000 CWP,DU500006025,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3223692,3231024,3251679,3260639,3260640,3264919,6160061,P501481,P501482,P512104,P513730,P513840,P533643",DU500014720,STE,COE ENGINEERING,S,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3223692,3231024,3251679,3260639,3260640,3264919,6160061,P501481,P501482,P513730,P513840,P525304,P533643",NA ,19-Feb-09,"Stroebel, Brent   ","Soltau, James   ",        ,,NA      ,F512793     ,    ,STE-FLUID,96,,,UNSET   ,,  ,P512105,",C85051",,,,Q00250,,,,,,Q00250,EX,1,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,788.93,"/flowline/pup_joint_assy.dat:PC1=4 :PC2=NPST:_PC3=ALLOY STL:PC4=FIG 1002:PC5={ MXF DETACHABLE NUT ***NO RETENTION SHOULDER*** }MALE SUB END W/DET NUT X FEMALE SUB END :_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE} :PC8=0:PC9=??3:PC10=??6, :PC11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=10000 CWP:_PC17={N/A}:PC18={SPECIAL REQUIREMENTS}:PK1=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P510404-GREEN,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P525305,1,0,
